Whitewill,real_estate_agent,Москва,sale,flat,20,5,184.08,99400000.0,Даниловский,Автозаводская ,26,Тульская,FORST
Level Group,developer,Москва,sale,flat,69,5,108.5,,Печатники,,1,Кожуховская,Левел Южнопортовая ЖК
NIKA ESTATE,real_estate_agent,Москва,sale,flat,61,5,208.0,275000000.0,Пресненский,Краснопресненская набережная,14Ак1,Москва-Сити,Capital Towers
ФСК,developer,Москва,sale,flat,29,5,143.8,95627000.0,Нагатино-Садовники,Варшавское шоссе,37Ак2,Нагатинская,Rotterdam
BARNES International Realty,real_estate_agent,Москва,sale,flat,14,5,145.1,59900000.0,Свиблово,проезд Серебрякова,11к1,Ботанический сад,Silver
494 УНР,developer,Москва,sale,flat,16,5,175.0,97807500.0,Сокольники, Матросская Тишина,12,Сокольники,Ренессанс
Estes,real_estate_agent,Москва,sale,flat,10,5,100.0,69000000.0,Пресненский,Шмитовский проезд,39к3,Шелепиха,Headliner
Центр-Инвест,developer,Москва,sale,flat,35,5,132.0,48202075.0,Левобережный,Фестивальная ,15к24/1,Речной вокзал,Фестиваль парк-2
Whitewill,real_estate_agent,Москва,sale,flat,5,5,306.6,180000000.0,Покровское-Стрешнево,Береговая ,8К1,Стрешнево,Покровский берег
Level Group,developer,Москва,sale,flat,48,5,112.0,37596199.0,Хорошево-Мневники,,,Народное Ополчение,Левел Звенигородская ЖК
ALVO Group,real_estate_agent,Москва,sale,flat,11,5,193.0,199900000.0,Раменки,Мосфильмовская ,1к3,Ломоносовский проспект,Вишневый сад
А101,developer,Москва,sale,flat,17,5,122.0,29043198.0,,,25.7,Бунинская аллея,Скандинавия ЖК
Contact Real Estate,real_estate_agent,Москва,sale,flat,6,5,260.9,583380000.0,Хамовники,Бутиковский переулок,5,Парк Культуры,Бутиковский 5
А101,developer,Москва,sale,flat,16,5,125.3,31406069.0,,,,Новомосковская,Скандинавия
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,11,5,363.0,680610000.0,Хамовники,1-й Неопалимовский переулок,8,Смоленская,Венский дом
INGRAD,developer,Москва,sale,flat,19,5,152.63,77615692.0,Даниловский,Г мкр,4,Пролетарская,Форивер ЖК
Whitewill,real_estate_agent,Москва,sale,flat,22,5,161.0,104000000.0,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog
Level Group,developer,Москва,sale,flat,42,5,180.9,,Очаково-Матвеевское,,к2,Мичуринский проспект,Левел Мичуринский ЖК
do A.S.A.P.,real_estate_agent,Москва,sale,flat,7,5,220.0,130000000.0,Крылатское,Крылатская ,45К1,Крылатское,Долина грез
INGRAD,developer,Москва,sale,flat,16,5,149.23,96044564.0,Даниловский,Г мкр,9,Автозаводская,Форивер ЖК
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,7,5,341.0,430000000.0,Хамовники,1-й Обыденский переулок,7,Кропоткинская,
Донстрой,developer,Москва,sale,flat,19,5,167.5,110818000.0,Хорошево-Мневники, Нижние Мневники,,Терехово ,Остров
Delight Realty,real_estate_agent,Москва,sale,flat,19,5,180.8,74500000.0,Хорошевский, Викторенко,4К1,Аэропорт,
Зиля Карамова,realtor,Москва,sale,flat,6,5,200.0,89899100.0,Тверской,Тверская ,12С7,Пушкинская,
Level Group,developer,Москва,sale,flat,64,5,119.3,38495559.0,Хорошево-Мневники,,,Народное Ополчение,Левел Звенигородская ЖК
Whitewill,real_estate_agent,Москва,sale,flat,15,5,178.0,137900000.0,Дорогомилово,Студенческая ,20к1,Студенческая,Студенческая 20
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,12,5,190.0,190000000.0,Хамовники,переулок Хользунова,6,Фрунзенская,
Capital Group,developer,Москва,sale,flat,67,5,151.4,189250000.0,Пресненский,Краснопресненская набережная,14Ак1,Москва-Сити,Capital Towers
MHEstate - Элитная недвижимость,real_estate_agent,Москва,sale,flat,7,5,260.0,197000000.0,Хамовники, Остоженка,5,Кропоткинская,
Замоскворечье,real_estate_agent,Москва,sale,flat,8,5,155.0,39000000.0,Измайлово,Верхняя Первомайская ,39,Первомайская,
ФСК,developer,Москва,sale,flat,43,5,148.2,118382160.0,Хорошево-Мневники,к5/2,к5/2,Звенигородская,Сидней Сити ЖК
Point Estate Город,real_estate_agent,Москва,sale,flat,6,5,130.0,85000000.0,Мещанский,переулок Колокольников,6С1,Трубная,
REPLACE,real_estate_agent,Москва,sale,flat,18,5,155.5,95500000.0,Таганский, Талалихина,8,Пролетарская,Дом на Таганке
ФСК,developer,Москва,sale,flat,43,5,141.6,117216480.0,Хорошево-Мневники,к5/2,к5/2,Звенигородская,Сидней Сити ЖК
One Moscow,real_estate_agent,Москва,sale,flat,14,5,127.3,84800000.0,Раменки,проспект Генерала Дорохова,39к2Г,Минская,Собрание клубных домов West Garden
Homeapp,real_estate_agent,Москва,sale,flat,17,5,130.0,45900000.0,Черемушки, Наметкина,9К1,Новые Черёмушки,
ФСК,developer,Москва,sale,flat,16,5,121.8,66921792.0,Свиблово,Снежная ,вл22к3,Свиблово,The Lake
Whitewill,real_estate_agent,Москва,sale,flat,58,5,114.1,55000000.0,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers
TROIKA ESTATE,real_estate_agent,Москва,sale,flat,5,5,174.1,165000000.0,Мещанский,переулок Печатников,3С1,Трубная,
Capital Group,developer,Москва,sale,flat,67,5,153.6,205962240.0,Пресненский,Краснопресненская набережная,14Ак3,Москва-Сити,Capital Towers
Intermark Real Estate,real_estate_agent,Москва,sale,flat,24,5,177.4,197000000.0,Беговой,Верхняя ,20к1,Белорусская,Суббота
ОГРК,real_estate_agent,Москва,sale,flat,25,5,314.0,135000000.0,Покровское-Стрешнево,Сосновая аллея,1,Щукинская,Зодиак
Новое Летово,developer,Москва,sale,flat,8,5,157.8,34321500.0,,,к2,Филатов Луг,Новое Летово ЖК
Soul Estate,real_estate_agent,Москва,sale,flat,7,5,280.0,195000000.0,Басманный,Подсосенский переулок,3к1,Курская,Резиденция Чистые Пруды
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,57,5,633.0,218000000.0,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
INGRAD,developer,Москва,sale,flat,19,5,181.86,95206226.0,Даниловский,Г мкр,4,Пролетарская,Форивер ЖК
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,5,5,160.8,220712100.0,Пресненский,Спиридоньевский переулок,12/9,Пушкинская,
Сириус,real_estate_agent,Москва,sale,flat,2,5,145.0,19900000.0,, Березовая,4,Прокшино,
Level Group,developer,Москва,sale,flat,30,5,119.7,,Очаково-Матвеевское,,к3,Аминьевская,Левел Мичуринский ЖК
Intermark Real Estate,real_estate_agent,Москва,sale,flat,9,5,190.68,295554000.0,Раменки,Мосфильмовская ,1к7,Ломоносовский проспект,Вишневый сад
INGRAD,developer,Москва,sale,flat,6,5,169.27,71399410.0,Нагорный,Электролитный проезд,7,Нагорная,TopHills
А101,developer,Москва,sale,flat,17,5,139.5,31190108.0,,,25.7,Бунинская аллея,Скандинавия ЖК
Villagio Realty,real_estate_agent,Москва,sale,flat,6,5,166.6,82000000.0,Кунцево,Молодогвардейская ,4К1,Кунцевская,
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,18,5,206.5,120000000.0,Дорогомилово,Дохтуровский переулок,6,Студенческая,Кутузовский
Центр-Инвест,developer,Москва,sale,flat,35,5,130.3,50617252.0,Левобережный,Фестивальная ,15к6,Речной вокзал,Фестиваль парк-2
PANDA ESTATE,real_estate_agent,Москва,sale,flat,21,5,230.0,118000000.0,Пресненский,Большой Тишинский переулок,10С1,Баррикадная,"Большой Тишинский переулок, 10с1"
ESTMAN,real_estate_agent,Москва,sale,flat,17,5,160.0,24500000.0,,,20А,Новомосковская,
Level Group,developer,Москва,sale,flat,21,5,116.8,58570058.0,Басманный,Большая Почтовая ,,Электрозаводская,Level Бауманская
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,12,5,195.1,175000000.0,Раменки, Сергея Бондарчука,6,Мичуринский проспект,Река
ЛИДЕР Риэлти,real_estate_agent,Москва,sale,flat,59,5,125.0,49900000.0,Тимирязевский,Дмитровский проезд,1,Дмитровская,D1
Level Group,developer,Москва,sale,flat,32,5,164.2,116260661.0,Хорошево-Мневники,Причальный проезд,10к2,Шелепиха,Level Причальный
Whitewill,real_estate_agent,Москва,sale,flat,79,5,181.8,165000000.0,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS
NIKA ESTATE,real_estate_agent,Москва,sale,flat,31,5,247.0,339332700.0,Очаково-Матвеевское,Нежинская ,1к1,Давыдково,Кутузовская Ривьера
INGRAD,developer,Москва,sale,flat,30,5,139.02,51708808.0,Можайский, Петра Алексеева,14,Рабочий посёлок,КутузовGRAD II
Винидиктов и Партнеры,real_estate_agent,Москва,sale,flat,20,5,184.0,95000000.0,Раменки, Василия Ланового,3,Аминьевская,Событие
ES-Terra Realty,real_estate_agent,Москва,sale,flat,19,5,190.8,68000000.0,Хорошево-Мневники,проспект Маршала Жукова,76к2,Народное Ополчение,
Optima Development,developer,Москва,sale,flat,41,5,188.9,131240000.0,Хорошевский,Ленинградский проспект,37/1,ЦСКА,Прайм Парк
Verges of estate,real_estate_agent,Москва,sale,flat,31,5,250.0,145000000.0,Очаково-Матвеевское,Нежинская ,1к2,Давыдково,Кутузовская Ривьера
Анна Кубик,realtor,Москва,sale,flat,12,5,110.0,39000000.0,Раменки, Довженко,12К1,Минская,
А101,developer,Москва,sale,flat,12,5,165.0,33655784.0,,,5.1.1,Прокшино,Прокшино ЖК
Метриум Премиум Городская недвижимость,real_estate_agent,Москва,sale,flat,6,5,222.8,245080000.0,Раменки,Минская ,2Вк3,Минская,Снегири Эко
Артем Косяков,realtor,Москва,sale,flat,16,5,112.2,25900000.0,Митино,Пятницкое шоссе,6К3,Волоколамская,
Sminex,developer,Москва,sale,flat,14,5,180.3,140940000.0,Раменки,проспект Генерала Дорохова,39к2Г,Ломоносовский проспект,Собрание клубных домов West Garden
NIKA ESTATE,real_estate_agent,Москва,sale,flat,61,5,208.0,275000000.0,Пресненский,Краснопресненская набережная,14Ак1,Москва-Сити,Capital Towers
Intermark Real Estate,real_estate_agent,Москва,sale,flat,11,5,220.0,220000000.0,Аэропорт,Ленинградский проспект,36с31,Динамо,ВТБ Арена парк
Level Group,developer,Москва,sale,flat,26,5,120.2,59332996.0,Нагатино-Садовники,Нагатинская набережная,,Нагатинская,Level Нагатинская
Whitewill,real_estate_agent,Москва,sale,flat,20,5,184.08,99400000.0,Даниловский,Автозаводская ,26,Тульская,FORST
CapitalEstate,real_estate_agent,Москва,sale,flat,16,5,163.8,87550000.0,Мещанский,Слесарный переулок,3,Проспект Мира,
Level Group,developer,Москва,sale,flat,24,5,155.7,44204318.0,Покровское-Стрешнево,Волоколамское шоссе,81/2с6,Тушинская,Апартаментный комплекс Level Стрешнево
Whitewill,real_estate_agent,Москва,sale,flat,5,5,306.6,180000000.0,Покровское-Стрешнево,Береговая ,8К1,Стрешнево,Покровский берег
Intermark Real Estate,real_estate_agent,Москва,sale,flat,9,5,206.0,260000000.0,Хамовники,7-й Ростовский переулок,15,Киевская,
Level Group,developer,Москва,sale,flat,19,5,143.1,177095970.0,Академический,Профсоюзная ,2/22,Академическая,Level Академическая
Contact Real Estate,real_estate_agent,Москва,sale,flat,6,5,260.9,583380000.0,Хамовники,Бутиковский переулок,5,Парк Культуры,Бутиковский 5
Whitewill,real_estate_agent,Москва,sale,flat,7,5,390.0,600000000.0,Арбат, Арбат,27/47,Арбатская,
Страна Девелопмент,developer,Москва,sale,flat,20,5,130.55,62840000.0,Даниловский,,,Технопарк,Вау ЖК
BARNES International Realty,real_estate_agent,Москва,sale,flat,14,5,145.1,59900000.0,Свиблово,проезд Серебрякова,11к1,Ботанический сад,Silver
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,Москва,sale,flat,27,5,155.0,69800000.0,Академический,Нахимовский проспект,56,Профсоюзная,
INGRAD,developer,Москва,sale,flat,6,5,202.78,97787564.0,Даниловский, Виктора Маслова,2,Автозаводская,RiverSky
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,11,5,363.0,680610000.0,Хамовники,1-й Неопалимовский переулок,8,Смоленская,Венский дом
Мои Столицы - Центр,real_estate_agent,Москва,sale,flat,12,5,101.0,25500000.0,Лианозово,Илимская ,10,Алтуфьево,
Эталон,developer,Москва,sale,flat,27,5,157.4,85270869.0,Даниловский,1-я оч.,к13,Технопарк,Shagal
Estes,real_estate_agent,Москва,sale,flat,10,5,100.0,69000000.0,Пресненский,Шмитовский проезд,39к3,Шелепиха,Headliner
KINS Group,real_estate_agent,Москва,sale,flat,8,5,100.3,29700000.0,Лефортово,Авиамоторная ,51,Авиамоторная,
Level Group,developer,Москва,sale,flat,69,5,108.5,,Печатники,,1,Кожуховская,Левел Южнопортовая ЖК
ALVO Group,real_estate_agent,Москва,sale,flat,11,5,193.0,199900000.0,Раменки,Мосфильмовская ,1к3,Ломоносовский проспект,Вишневый сад
Замоскворечье,real_estate_agent,Москва,sale,flat,5,5,167.0,35000000.0,Дмитровский,Дмитровское шоссе,151К4,Лианозово,
ФСК,developer,Москва,sale,flat,29,5,143.8,95627000.0,Нагатино-Садовники,Варшавское шоссе,37Ак2,Нагатинская,Rotterdam
do A.S.A.P.,real_estate_agent,Москва,sale,flat,7,5,220.0,130000000.0,Крылатское,Крылатская ,45К1,Крылатское,Долина грез
Дипломат,real_estate_agent,Москва,sale,flat,40,5,130.0,41900000.0,Пресненский,Мукомольный проезд,2,Шелепиха,
494 УНР,developer,Москва,sale,flat,16,5,175.0,97807500.0,Сокольники, Матросская Тишина,12,Сокольники,Ренессанс
Whitewill,real_estate_agent,Москва,sale,flat,22,5,161.0,104000000.0,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog
Место,real_estate_agent,Москва,sale,flat,14,5,139.6,42750000.0,Бабушкинский, Летчика Бабушкина,22,Бабушкинская,
Центр-Инвест,developer,Москва,sale,flat,35,5,132.0,48202075.0,Левобережный,Фестивальная ,15к24/1,Речной вокзал,Фестиваль парк-2
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,7,5,341.0,430000000.0,Хамовники,1-й Обыденский переулок,7,Кропоткинская,
Apple Real Estate,real_estate_agent,Москва,sale,flat,6,5,148.0,107500000.0,Тверской,Долгоруковская ,29,Новослободская,
Level Group,developer,Москва,sale,flat,48,5,112.0,37596199.0,Хорошево-Мневники,,,Народное Ополчение,Левел Звенигородская ЖК
WELHOME,real_estate_agent,Москва,sale,flat,5,5,182.5,420000000.0,Якиманка,Софийская набережная,18,Боровицкая,"Золотой, жилой квартал"
Villagio Realty,real_estate_agent,Москва,sale,flat,17,5,148.0,120000000.0,Даниловский,проспект Лихачева,10к1,Технопарк,Квартал на набережной NOW
А101,developer,Москва,sale,flat,17,5,122.0,29043198.0,,,25.7,Бунинская аллея,Скандинавия ЖК
Delight Realty,real_estate_agent,Москва,sale,flat,19,5,180.8,74500000.0,Хорошевский, Викторенко,4К1,Аэропорт,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,5,5,304.0,156990000.0,Басманный,Петроверигский переулок,6-8-10С4,Китай-город,
А101,developer,Москва,sale,flat,16,5,125.3,31406069.0,,,,Новомосковская,Скандинавия
Intermark Real Estate,real_estate_agent,Москва,sale,flat,10,5,320.0,534765000.0,Хамовники, Усачева,2С3,Фрунзенская,Фьюжн парк
MadeState,real_estate_agent,Москва,sale,flat,14,5,136.0,92000000.0,Раменки,проспект Генерала Дорохова,39к2В,Минская,Собрание клубных домов West Garden
INGRAD,developer,Москва,sale,flat,19,5,152.63,77615692.0,Даниловский,Г мкр,4,Пролетарская,Форивер ЖК
Kalinka Group,real_estate_agent,Москва,sale,flat,20,5,248.1,90000000.0,Черемушки, Каховка,32/71,Зюзино,
WHITE BROKER,real_estate_agent,Москва,sale,flat,16,5,111.5,28700000.0,Бескудниковский,Бескудниковский бульвар,4,Верхние Лихоборы,
Level Group,developer,Москва,sale,flat,42,5,180.9,,Очаково-Матвеевское,,к2,Мичуринский проспект,Левел Мичуринский ЖК
Soul Estate,real_estate_agent,Москва,sale,flat,41,5,165.0,215000000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide
Tower Estate,real_estate_agent,Москва,sale,flat,14,5,185.0,69900000.0,Беговой,Скаковая ,5,Белорусская,
INGRAD,developer,Москва,sale,flat,16,5,149.23,96044564.0,Даниловский,Г мкр,9,Автозаводская,Форивер ЖК
Whitewill,real_estate_agent,Москва,sale,flat,19,5,340.6,330000000.0,Раменки,Ломоносовский проспект,25к3,Университет,Dominion
Максим Вахонин,realtor,Москва,sale,flat,6,5,216.0,300400000.0,Якиманка,Софийская набережная,18,Боровицкая,"Золотой, жилой квартал"
Донстрой,developer,Москва,sale,flat,19,5,167.5,110818000.0,Хорошево-Мневники, Нижние Мневники,,Терехово ,Остров
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,24,5,205.5,139000000.0,Можайский,Можайское шоссе,22к1,Рабочий посёлок,
NIKA ESTATE,real_estate_agent,Москва,sale,flat,6,5,232.0,620000000.0,Мещанский, Кузнецкий Мост,12/3С1,Кузнецкий мост,Kuznetsky Most 12 by Lalique
INGRAD,developer,Москва,sale,flat,19,5,204.35,103462475.0,Даниловский,Г мкр,4,Пролетарская,Форивер ЖК
BARNES International Realty,real_estate_agent,Москва,sale,flat,3,5,168.4,194460000.0,Мещанский,переулок Печатников,12,Трубная,Печатников 12
ID 11211559,realtor,Москва,sale,flat,18,5,230.0,595000000.0,Хамовники, Усачева,15,Спортивная,Садовые кварталы
INGRAD,developer,Москва,sale,flat,19,5,204.82,105927291.0,Даниловский,Г мкр,4,Пролетарская,Форивер ЖК
Whitewill,real_estate_agent,Москва,sale,flat,5,5,314.5,220000000.0,Басманный,переулок Гусятников,13/3,Чистые пруды,
Лариса Стрыкова,realtor,Москва,sale,flat,22,5,167.4,31000000.0,Марьино,Мячковский бульвар,31/19,Марьино,
МОСФИЛД,representative_developer,Москва,sale,flat,18,5,250.0,275000000.0,Раменки,2-й Мосфильмовский переулок,5,Ломоносовский проспект,Woods
Whitewill Москва-Сити,real_estate_agent,Москва,sale,flat,64,5,184.0,125232240.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Московский Квартал,real_estate_agent,Москва,sale,flat,11,5,400.0,590000000.0,Хамовники, Усачева,2С3,Фрунзенская,Фьюжн парк
Level Group,developer,Москва,sale,flat,30,5,116.1,,Очаково-Матвеевское,,к3,Аминьевская,Левел Мичуринский ЖК
Whitewill,real_estate_agent,Москва,sale,flat,6,5,242.7,701028300.0,Хамовники,переулок Хилков,5,Парк Культуры,Особняк в Хилковом переулке
RMRealty,real_estate_agent,Москва,sale,flat,48,5,172.0,79900000.0,Щукино,Авиационная ,79К1,Щукинская,Алые Паруса
А101,developer,Москва,sale,flat,17,5,139.3,31610653.0,,,25.7,Бунинская аллея,Скандинавия ЖК
Intermark Real Estate,real_estate_agent,Москва,sale,flat,5,5,164.0,170000000.0,Хамовники,Староконюшенный переулок,15,Кропоткинская,
FS PROPERTY,real_estate_agent,Москва,sale,flat,22,5,430.0,875070000.0,Якиманка,Якиманский переулок,6,Октябрьская,Имперский дом
А101,developer,Москва,sale,flat,16,5,125.7,28602878.0,,,,Новомосковская,Скандинавия
Intermark Real Estate,real_estate_agent,Москва,sale,flat,6,5,340.0,484500000.0,Филевский парк,Звенигородская ,16к2,Кунцевская,
One Moscow,real_estate_agent,Москва,sale,flat,8,5,205.0,242000000.0,Хамовники, Хамовнический Вал,36,Спортивная,Лужники Хаус
НеоСтрой,developer,Москва,sale,flat,8,5,292.0,793035956.0,Красносельский,Костянский переулок,13,Сретенский бульвар,Клубный дом TURGENEV
MHEstate - Элитная недвижимость,real_estate_agent,Москва,sale,flat,6,5,283.0,566000000.0,Басманный,Казарменный переулок,3С6,Курская,
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,Москва,sale,flat,15,5,200.0,210000000.0,Якиманка, Большая Якиманка,22К3,Полянка,Коперник
МОСФИЛД,representative_developer,Москва,sale,flat,14,5,249.2,348880000.0,Раменки,,,Поклонная,Вудс ЖК
Intermark Real Estate,real_estate_agent,Москва,sale,flat,10,5,192.45,85000000.0,Лефортово, Золоторожский Вал,8,Серп и Молот,Золоторожский
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,7,5,340.0,972300000.0,Хамовники, Ефремова,19к4,Спортивная,Knightsbridge Private Park
Optima Development,developer,Москва,sale,flat,41,5,189.0,135811505.0,Хорошевский,Ленинградский проспект,37/2,Петровский Парк,Прайм Парк
Whitewill,real_estate_agent,Москва,sale,flat,30,5,289.9,250000000.0,Щукино,Авиационная ,79Б,Щукинская,Алые Паруса
Point Estate Город,real_estate_agent,Москва,sale,flat,7,5,178.0,195000000.0,Басманный,Чистопрудный бульвар,14С3,Чистые пруды,
ФСК,developer,Москва,sale,flat,44,5,156.7,138530635.0,Хорошево-Мневники,к2/2,к2/2,Хорошёво,Сидней Сити ЖК
Intermark Real Estate,real_estate_agent,Москва,sale,flat,8,5,221.8,257500000.0,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
Apple Real Estate,real_estate_agent,Москва,sale,flat,17,5,208.0,69950000.0,Раменки,Мичуринский проспект,19К2,Раменки,
ENGEO Development,developer,Москва,sale,flat,6,5,275.2,553770000.0,Тверской, Большая Дмитровка,9С5,Охотный ряд,Большая Дмитровка IX
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,5,5,190.0,147000000.0,Хамовники,переулок Плотников,3,Смоленская,
КоридорЪ,real_estate_agent,Москва,sale,flat,17,5,113.5,38000000.0,Филевский парк,Филевский бульвар,35,Фили,
INGRAD,developer,Москва,sale,flat,16,5,216.31,161189784.0,Даниловский,Г мкр,3,Марксистская,Форивер ЖК
NIKA ESTATE,real_estate_agent,Москва,sale,flat,5,5,245.9,285000000.0,Хамовники, Пречистенка,27,Парк Культуры,
Анна Смирнова,realtor,Москва,sale,flat,12,5,101.2,26000000.0,Отрадное, Декабристов,8К1,Отрадное,
Optima Development,developer,Москва,sale,flat,41,5,269.7,288579000.0,Хорошевский,Ленинградский проспект,37/2,Петровский Парк,Прайм Парк
ОГРК,real_estate_agent,Москва,sale,flat,95,5,353.0,285000000.0,Пресненский,набережная Пресненская,12,Деловой центр,Башня Федерация
ID 21307278,realtor,Москва,sale,flat,8,5,187.8,260000000.0,Пресненский,Большой Козихинский переулок,14С2,Пушкинская,
ENGEO Development,developer,Москва,sale,flat,6,5,275.2,553770000.0,Тверской, Большая Дмитровка,9С5,Охотный ряд,Большая Дмитровка IX
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,Москва,sale,flat,13,5,272.0,544000000.0,Якиманка,Якиманский переулок,6с1,Октябрьская,
Ramenky Realty,real_estate_agent,Москва,sale,flat,12,5,228.0,357400000.0,Хамовники, Усачева,13,Спортивная,Садовые кварталы
INGRAD,developer,Москва,sale,flat,16,5,216.31,161189784.0,Даниловский,Г мкр,3,Марксистская,Форивер ЖК
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,Москва,sale,flat,8,5,335.7,370000000.0,Хамовники,переулок Хилков,1,Парк Культуры,Парк Палас
NIKA ESTATE,real_estate_agent,Москва,sale,flat,8,5,245.9,437535000.0,Хамовники,переулок Хилков,1,Парк Культуры,Парк Палас
Optima Development,developer,Москва,sale,flat,41,5,269.7,288579000.0,Хорошевский,Ленинградский проспект,37/2,Петровский Парк,Прайм Парк
ЛюксДом,real_estate_agent,Москва,sale,flat,15,5,290.0,450000000.0,Хамовники,Олсуфьевский переулок,9к2,Фрунзенская,White Khamovniki
Инна Новикова,realtor,Москва,sale,flat,15,5,290.0,450000000.0,Хамовники,Олсуфьевский переулок,9к1,Фрунзенская,White Khamovniki
А101,developer,Москва,sale,flat,13,5,150.1,33825936.0,, Лобановский Лес,13,Прокшино,Прокшино
ID 413522,realtor,Москва,sale,flat,11,5,240.0,559900000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Самолет плюс Троицк,real_estate_agent,Москва,sale,flat,3,5,130.3,22000000.0,, Николая Сладкова,3,Крёкшино,
Level Group,developer,Москва,sale,flat,64,5,113.7,35349135.0,Хорошево-Мневники,,,Народное Ополчение,Левел Звенигородская ЖК
FS PROPERTY,real_estate_agent,Москва,sale,flat,5,5,242.0,340305000.0,Арбат,переулок Романов,3С1,Библиотека им. Ленина,
Самолет плюс Московский,real_estate_agent,Москва,sale,flat,46,5,143.2,56000000.0,Обручевский, Академика Волгина,,Университет Дружбы Народов,Архитектор
Донстрой,developer,Москва,sale,flat,9,5,165.8,159473280.0,Хорошево-Мневники, Нижние Мневники,10,Терехово ,Остров
Monumental Group,real_estate_agent,Москва,sale,flat,6,5,163.0,145845000.0,Басманный, Чаплыгина,1АС1,Красные ворота,
ES-Terra Realty,real_estate_agent,Москва,sale,flat,19,5,190.8,68000000.0,Хорошево-Мневники,проспект Маршала Жукова,76к2,Народное Ополчение,
Optima Development,developer,Москва,sale,flat,41,5,225.2,153564000.0,Хорошевский,Ленинградский проспект,37/1,ЦСКА,Прайм Парк
NBRealty,real_estate_agent,Москва,sale,flat,9,5,206.0,260000000.0,Хамовники,7-й Ростовский переулок,15,Киевская,
Tower Estate,real_estate_agent,Москва,sale,flat,14,5,185.0,69900000.0,Беговой,Скаковая ,5,Белорусская,
Optima Development,developer,Москва,sale,flat,41,5,164.4,126885354.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
MUST HAVE BURO,real_estate_agent,Москва,sale,flat,6,5,184.4,205000000.0,Тверской,Петровский бульвар,17/1,Пушкинская,
Ashtons International Realty,real_estate_agent,Москва,sale,flat,29,5,123.5,70000000.0,Филевский парк,Береговой проезд,3,Фили,Береговой
Донстрой,developer,Москва,sale,flat,13,5,143.1,100127070.0,Хорошево-Мневники,Жилой комплекс остров,4-й кв-л,Терехово ,Остров
TROIKA ESTATE,real_estate_agent,Москва,sale,flat,4,5,208.5,340305000.0,Раменки,Минская ,2Вк6,Минская,Снегири Эко
AB Development,developer,Москва,sale,flat,11,5,362.0,724440000.0,Раменки,Мосфильмовская ,1к10,Ломоносовский проспект,Вишневый сад
ID 51317713,unknown,Москва,sale,flat,28,5,128.8,75000000.0,Филевский парк,Береговой проезд,1Б,Шелепиха,мой адрес На Береговом
А101,developer,Москва,sale,flat,13,5,137.6,31452746.0,, Лобановский Лес,13,Прокшино,Прокшино
ID 51317713,unknown,Москва,sale,flat,28,5,126.0,75000000.0,Филевский парк,Береговой проезд,1Б,Шелепиха,мой адрес На Береговом
Optima Development,developer,Москва,sale,flat,41,5,211.6,135765000.0,Хорошевский,Ленинградский проспект,37/1,ЦСКА,Прайм Парк
Славянский Двор Остоженка,real_estate_agent,Москва,sale,flat,9,5,136.0,77784000.0,Дорогомилово,Студенческая ,44/28,Кутузовская,
Sminex,developer,Москва,sale,flat,23,5,302.3,472010000.0,Пресненский,,,Улица 1905 года,Лайф Тайм ЖК
Ramenky Realty,real_estate_agent,Москва,sale,flat,14,5,130.4,81697000.0,Раменки,проспект Генерала Дорохова,39к1Г,Минская,Собрание клубных домов West Garden
AB Development,developer,Москва,sale,flat,12,5,210.0,210310000.0,Раменки,Мосфильмовская ,1к9,Ломоносовский проспект,Вишневый сад
CapitalEstate,real_estate_agent,Москва,sale,flat,16,5,163.8,87550000.0,Мещанский,Слесарный переулок,3,Проспект Мира,
